,Date,Open,High,Low,Close,Adj Close,Volume
360,2001-06-08,32343.099609,33196.101563,31810.0,33196.101563,31370.240234,86940
361,2001-06-11,33054.0,33907.0,33054.0,33729.300781,31874.113281,81875
362,2001-06-12,34120.199219,34546.699219,33622.601563,34191.300781,32310.703125,119155
363,2001-06-13,34226.800781,37674.398438,33942.5,35897.300781,33922.871094,154325
364,2001-06-14,41228.601563,41228.601563,39238.199219,41228.601563,38960.9375,774860
365,2001-06-15,41228.601563,43290.0,39806.898438,40659.898438,38423.511719,599996
366,2001-06-18,40375.601563,41299.699219,39309.300781,39806.898438,37617.425781,161922
367,2001-06-19,39167.199219,41015.300781,39167.199219,39735.800781,37550.238281,92989
368,2001-06-20,39167.199219,39522.601563,37816.601563,38811.699219,36676.964844,135333
369,2001-06-21,38811.699219,39451.5,37674.398438,39451.5,37281.578125,88628
370,2001-06-22,38811.699219,41655.101563,38811.699219,40375.601563,38154.847656,112825
371,2001-06-25,40517.800781,40731.0,39451.5,39593.699219,37415.957031,90457
372,2001-06-26,39806.898438,40304.5,39096.101563,39806.898438,37617.425781,74560
373,2001-06-27,39806.898438,42437.0,39238.199219,41441.800781,39162.40625,141101
374,2001-06-28,41015.300781,42081.601563,40873.199219,41939.398438,39632.640625,122954
375,2001-06-29,42508.101563,42650.300781,41441.800781,42579.199219,40237.246094,129706
376,2001-07-02,42294.800781,43290.0,42081.601563,42152.699219,39834.210938,68511
377,2001-07-03,41939.398438,42152.699219,40162.300781,40659.898438,38423.511719,109870
378,2001-07-04,40659.898438,41228.601563,40020.199219,41228.601563,38960.9375,61617
379,2001-07-05,40873.199219,41441.800781,40659.898438,40659.898438,38423.511719,73997
380,2001-07-06,40517.800781,41868.300781,40304.5,41868.300781,39565.449219,69214
381,2001-07-09,41584.0,42508.101563,40802.101563,41655.101563,39363.976563,68370
382,2001-07-10,41655.101563,42010.5,40944.300781,41086.398438,38826.558594,52755
383,2001-07-11,40162.300781,40588.800781,39309.300781,39806.898438,37617.425781,77373
384,2001-07-12,39806.898438,40588.800781,39664.800781,39878.0,37684.621094,50363
385,2001-07-13,40162.300781,40375.601563,38456.300781,39025.0,36878.539063,60492
386,2001-07-16,39025.0,39735.800781,37674.398438,39735.800781,37550.238281,93833
387,2001-07-18,39735.800781,39806.898438,38953.898438,39664.800781,37483.148438,36436
388,2001-07-19,39096.101563,40091.199219,39096.101563,39735.800781,37550.238281,31231
389,2001-07-20,39238.199219,39522.601563,38314.199219,38385.199219,36273.925781,52895
390,2001-07-23,37816.601563,38243.101563,36039.5,36892.5,34863.328125,51067
391,2001-07-24,36892.5,36963.601563,35186.5,36892.5,34863.328125,42766
392,2001-07-25,35897.300781,36892.5,35897.300781,36679.199219,34661.761719,27995
393,2001-07-26,37034.601563,37105.699219,36466.0,36750.300781,34728.953125,23915
394,2001-07-27,37674.398438,38314.199219,36963.601563,38314.199219,36206.832031,39812
395,2001-07-30,38314.199219,38740.699219,37745.5,37887.699219,35803.789063,14771
396,2001-07-31,37887.699219,39096.101563,37887.699219,39096.101563,36945.730469,25604
397,2001-08-01,39096.101563,39806.898438,38740.699219,39309.300781,37147.199219,30387
398,2001-08-02,39593.699219,41584.0,39167.199219,40659.898438,38423.511719,49660
399,2001-08-03,41015.300781,41584.0,40304.5,41157.5,38893.742188,51348
