,Date,Open,High,Low,Close,Adj Close,Volume
320,2001-04-11,26158.800781,26301.0,25554.599609,26158.800781,24720.005859,53880
321,2001-04-12,26301.0,26478.699219,25945.599609,26301.0,24854.384766,44314
322,2001-04-13,26301.0,26656.400391,26016.699219,26514.199219,25055.859375,81453
323,2001-04-16,26336.5,26620.900391,26301.0,26620.900391,25156.691406,24478
324,2001-04-17,26620.900391,26727.5,26443.199219,26585.300781,25123.048828,18710
325,2001-04-18,26798.599609,27082.900391,26692.0,27011.800781,25526.091797,53036
326,2001-04-19,26727.5,27545.0,26514.199219,26869.699219,25391.804688,128862
327,2001-04-20,26727.5,27225.099609,26727.5,26976.300781,25492.542969,36577
328,2001-04-23,27154.0,27154.0,26656.400391,26656.400391,25190.236328,37843
329,2001-04-24,26656.400391,26976.300781,26087.699219,26301.0,24854.384766,77936
330,2001-04-25,25945.599609,26514.199219,25945.599609,26265.5,24820.835938,27573
331,2001-04-26,25945.599609,26514.199219,25945.599609,26265.5,24820.835938,27573
332,2001-04-27,26301.0,27011.800781,26087.699219,26514.199219,25055.859375,51770
333,2001-04-30,26727.5,27154.0,26514.199219,26798.599609,25324.617188,93130
334,2001-05-02,27154.0,27225.099609,26443.199219,26798.599609,25324.617188,106072
335,2001-05-03,26585.300781,27082.900391,26549.800781,27011.800781,25526.091797,46846
336,2001-05-04,27011.800781,27864.800781,26940.800781,27864.800781,26332.175781,155732
337,2001-05-07,27438.300781,28078.099609,27438.300781,27864.800781,26332.175781,27432
338,2001-05-08,28007.0,28433.5,27580.5,28149.199219,26600.929688,115920
339,2001-05-09,28149.199219,28575.699219,27793.800781,28149.199219,26600.929688,166001
340,2001-05-10,28433.5,29073.300781,28149.199219,29073.300781,27474.205078,327642
341,2001-05-11,29073.300781,31170.199219,28824.5,29855.199219,28213.095703,220022
342,2001-05-14,29890.699219,30494.900391,29464.199219,29499.800781,27877.246094,50926
343,2001-05-15,29499.800781,29784.099609,28931.099609,28966.599609,27373.371094,68511
344,2001-05-16,29819.599609,30850.400391,29144.300781,29499.800781,27877.246094,107479
345,2001-05-17,30530.5,30850.400391,29961.800781,30708.199219,29019.177734,67104
346,2001-05-18,30779.300781,31205.800781,29997.400391,30566.0,28884.802734,85392
347,2001-05-21,30708.199219,31134.699219,30281.699219,31134.699219,29422.21875,80046
348,2001-05-22,31632.300781,31845.5,30957.0,30992.5,29287.841797,37843
349,2001-05-23,30708.199219,31632.300781,30210.599609,30921.400391,29220.652344,123938
350,2001-05-24,30850.400391,31205.800781,30281.699219,30921.400391,29220.652344,49941
351,2001-05-25,30921.400391,31028.099609,30459.400391,30921.400391,29220.652344,66260
352,2001-05-28,30850.400391,30921.400391,30352.800781,30779.300781,29086.369141,28136
353,2001-05-29,30708.199219,31561.199219,30423.900391,31205.800781,29489.408203,81735
354,2001-05-30,31561.199219,32698.5,30992.5,32698.5,30900.009766,187525
355,2001-05-31,32058.800781,33693.699219,31845.5,32982.898438,31168.763672,103540
356,2001-06-01,32414.199219,32840.699219,31987.699219,32201.0,30429.871094,46002
357,2001-06-04,32201.0,32591.900391,31845.5,32129.900391,30362.681641,19132
358,2001-06-05,32201.0,32343.099609,31454.599609,31987.699219,30228.302734,38827
359,2001-06-07,31525.699219,31952.199219,31276.900391,31952.199219,30194.755859,19836
