,Date,Open,High,Low,Close,Adj Close,Volume
280,2001-02-09,27758.199219,28362.400391,27722.699219,28362.400391,26802.40625,34044
281,2001-02-12,28362.400391,29499.800781,28291.300781,28504.599609,26936.78125,196107
282,2001-02-13,28575.699219,28575.699219,27829.300781,28007.0,26466.550781,45017
283,2001-02-14,27722.699219,28149.199219,27509.400391,28078.099609,26533.740234,51489
284,2001-02-15,27864.800781,28078.099609,27509.400391,27864.800781,26332.175781,57678
285,2001-02-16,27367.300781,27722.699219,27367.300781,27651.599609,26130.699219,46705
286,2001-02-19,27296.199219,28007.0,27082.900391,27864.800781,26332.175781,85111
287,2001-02-20,27580.5,28398.0,27580.5,27864.800781,26332.175781,95521
288,2001-02-21,27864.800781,28149.199219,27722.699219,28007.0,26466.550781,79484
289,2001-02-22,28078.099609,28078.099609,27296.199219,27402.800781,25895.582031,41922
290,2001-02-23,27509.400391,28291.300781,27331.699219,27722.699219,26197.890625,82719
291,2001-02-26,27722.699219,28433.5,27580.5,28433.5,26869.591797,74279
292,2001-02-27,28575.699219,28966.599609,28149.199219,28433.5,26869.591797,102274
293,2001-02-28,28433.5,28717.800781,28078.099609,28717.800781,27138.255859,47831
294,2001-03-02,28860.0,30423.900391,28717.800781,29144.300781,27541.296875,209330
295,2001-03-05,29499.800781,29606.400391,28575.699219,29215.400391,27608.488281,81313
296,2001-03-06,29499.800781,29570.900391,28717.800781,28717.800781,27138.255859,61617
297,2001-03-07,28646.800781,29073.300781,28326.900391,28433.5,26869.591797,59929
298,2001-03-08,28433.5,28682.300781,28291.300781,28575.699219,27003.972656,135615
299,2001-03-09,28717.800781,28931.099609,28291.300781,28504.599609,26936.78125,77233
300,2001-03-12,28078.099609,28931.099609,27758.199219,28078.099609,26533.740234,52473
301,2001-03-13,27011.800781,29357.599609,27011.800781,28362.400391,26802.40625,109730
302,2001-03-15,28149.199219,29073.300781,28149.199219,28788.900391,27205.447266,61336
303,2001-03-16,28788.900391,28788.900391,28469.099609,28611.199219,27037.517578,39531
304,2001-03-19,28078.099609,28788.900391,28078.099609,28433.5,26869.591797,37280
305,2001-03-20,28433.5,29428.699219,28291.300781,28433.5,26869.591797,143493
306,2001-03-21,28433.5,28753.400391,28220.300781,28682.300781,27104.710938,37561
307,2001-03-22,28433.5,28788.900391,28362.400391,28433.5,26869.591797,48253
308,2001-03-23,28504.599609,28931.099609,28433.5,28433.5,26869.591797,83423
309,2001-03-26,28433.5,28931.099609,28433.5,28575.699219,27003.972656,51770
310,2001-03-27,28646.800781,28788.900391,28291.300781,28362.400391,26802.40625,65838
311,2001-03-28,28575.699219,29428.699219,28433.5,28860.0,27272.634766,108323
312,2001-03-29,29144.300781,29286.5,28469.099609,28860.0,27272.634766,78640
313,2001-03-30,28717.800781,28860.0,28291.300781,28860.0,27272.634766,40797
314,2001-04-02,28469.099609,28860.0,28078.099609,28078.099609,26533.740234,45580
315,2001-04-03,27722.699219,28149.199219,27082.900391,27225.099609,25727.660156,55990
316,2001-04-04,27011.800781,27367.300781,26301.0,26514.199219,25055.859375,43611
317,2001-04-06,27367.300781,27509.400391,26549.800781,26727.5,25257.427734,81875
318,2001-04-09,25945.599609,26656.400391,25945.599609,26620.900391,25156.691406,11536
319,2001-04-10,26656.400391,26692.0,25803.400391,25803.400391,24384.154297,19414
