,Date,Open,High,Low,Close,Adj Close,Volume
240,2000-12-05,26585.300781,27367.300781,26372.099609,27011.800781,25526.091797,91019
241,2000-12-06,27011.800781,27509.400391,26798.599609,26869.699219,25391.804688,105791
242,2000-12-07,27011.800781,27011.800781,26478.699219,26656.400391,25190.236328,40656
243,2000-12-08,26656.400391,27722.699219,26656.400391,27651.599609,26130.699219,149964
244,2000-12-11,27687.099609,28860.0,27651.599609,28078.099609,26533.740234,159671
245,2000-12-12,28042.599609,28078.099609,27438.300781,27935.900391,26399.361328,74560
246,2000-12-13,27651.599609,29286.5,27651.599609,28469.099609,26903.234375,270385
247,2000-12-14,28469.099609,29784.099609,28291.300781,28362.400391,26802.40625,256317
248,2000-12-15,28362.400391,28895.599609,27793.800781,27935.900391,26399.361328,108886
249,2000-12-18,27580.5,28433.5,27367.300781,28291.300781,26735.216797,92848
250,2000-12-19,27722.699219,28788.900391,27651.599609,27651.599609,26130.699219,115779
251,2000-12-20,27402.800781,27793.800781,27154.0,27722.699219,26197.890625,99601
252,2000-12-21,27367.300781,27793.800781,27082.900391,27722.699219,26197.890625,129706
253,2000-12-22,27687.099609,28007.0,27509.400391,28007.0,26466.550781,77233
254,2000-12-26,27971.5,31987.699219,27473.900391,28433.5,26869.591797,131535
255,2001-01-02,27367.300781,27367.300781,25945.599609,26656.400391,25190.236328,64150
256,2001-01-03,26585.300781,26656.400391,26016.699219,26656.400391,25190.236328,37421
257,2001-01-04,27367.300781,28078.099609,26905.199219,27082.900391,25593.277344,131254
258,2001-01-05,26940.800781,26940.800781,26194.400391,26585.300781,25123.048828,90316
259,2001-01-08,26514.199219,27011.800781,26052.199219,26052.199219,24619.269531,102414
260,2001-01-09,26087.699219,26549.800781,25874.5,26372.099609,24921.574219,81453
261,2001-01-10,26585.300781,26585.300781,25732.300781,26301.0,24854.384766,89191
262,2001-01-11,25945.599609,26549.800781,25803.400391,26016.699219,24585.720703,101289
263,2001-01-12,26301.0,27011.800781,26016.699219,26194.400391,24753.650391,83001
264,2001-01-15,26194.400391,26620.900391,26052.199219,26194.400391,24753.650391,106494
265,2001-01-16,26229.900391,26549.800781,25874.5,25874.5,24451.34375,125064
266,2001-01-17,25874.5,27651.599609,25874.5,26301.0,24854.384766,388415
267,2001-01-18,26656.400391,26656.400391,26016.699219,26158.800781,24720.005859,128299
268,2001-01-19,25874.5,26407.599609,25732.300781,26158.800781,24720.005859,140820
269,2001-01-22,25590.199219,26407.599609,25590.199219,26229.900391,24787.197266,94114
270,2001-01-26,26372.099609,26372.099609,25874.5,26229.900391,24787.197266,72028
271,2001-01-29,25945.599609,26301.0,25839.0,26229.900391,24787.197266,74279
272,2001-01-30,26229.900391,27296.199219,26087.699219,26869.699219,25391.804688,149823
273,2001-01-31,27082.900391,28078.099609,26727.5,28078.099609,26533.740234,244500
274,2001-02-01,27829.300781,28504.599609,27722.699219,28078.099609,26533.740234,118592
275,2001-02-02,28220.300781,28433.5,27367.300781,28042.599609,26500.195313,71043
276,2001-02-05,27758.199219,28007.0,27225.099609,27864.800781,26332.175781,86236
277,2001-02-06,27864.800781,28895.599609,27438.300781,28291.300781,26735.216797,157279
278,2001-02-07,27864.800781,28184.699219,27651.599609,28078.099609,26533.740234,41219
279,2001-02-08,27793.800781,28149.199219,27722.699219,28078.099609,26533.740234,32497
